word count,POS_Standardized,hebrew,transliteration,meaning,gematria ,prime factorization,,,,Is_Prime,Prime_Factor_Count,Contains_Factor_2,Contains_Factor_3,Numerical_Range,Semantic_Category
412,,לה,,to/for her (f.s.),ל=30 + ה=5 → 35,5 × 7,5,7,,,,,,,
130,,שנה,,year / studied (m.s.),ש=300 + נ=50 + ה=5 → 355,5 × 71,5,71,,,,,,,
459,,שנה,,year,ש=300 + נ=50 + ה=5 → 355,5 × 71,5,71,,,,,,,
629,,צהריים,,noon,צ=90 + ה=5 + ר=200 + י=10 + י=10 + ם=40 → 355,5 × 71,5,71,,,,,,,
389,,ולאחר / ולאחר / ולקחר,,and after / and to another / and to be late / and to the other,ו=6 + ל=30 + א=1 + ח=8 + ר=200 → 245,5 × 7²,5,7²,,,,,,,
575,,רמה,,plateau,ר=200 + מ=40 + ה=5 → 245,5 × 7²,5,7²,,,,,,,
454,,שניה,,second,ש=300 + נ=50 + י=10 + ה=5 → 365,5 × 73,5,73,,,,,,,
885,,קרינה,,radiation,ק=100 + ר=200 + י=10 + נ=50 + ה=5 → 365,5 × 73,5,73,,,,,,,
438,,אחות,,sister,א=1 + ח=8 + ו=6 + ת=400 → 415,5 × 83,5,83,,,,,,,
543,,ממשלה,,government,מ=40 + מ=40 + ש=300 + ל=30 + ה=5 → 415,5 × 83,5,83,,,,,,,
238,,הכוחות,,the powers / the forces / the strength,ה=5 + כ=20 + ו=6 + ח=8 + ו=6 + ת=400 → 445,5 × 89,5,89,,,,,,,
250,,למעשה,,actually / in fact,ל=30 + מ=40 + ע=70 + ש=300 + ה=5 → 445,5 × 89,5,89,,,,,,,
624,,שקיעה,,sunset,ש=300 + ק=100 + י=10 + ע=70 + ה=5 → 485,5 × 97,5,97,,,,,,,
9,,זה,,,7,7 (prime),7,,,,,,,,
25,,זו,,,7,7 (prime),7,,,,,,,,
74,,בה,,,2 + 5 = 7,7 (prime),7,,,,,,,,
216,,כנגד,,against,כ=20 + נ=50 + ג=3 + ד=4 → 77,7 × 11,7,11,,,,,,,
252,,מעט,,a little / a few,מ=40 + ע=70 + ט=9 → 119,7 × 17,7,17,,,,,,,
406,,החוק,,the law / legal,ה=5 + ח=8 + ו=6 + ק=100 → 119,7 × 17,7,17,,,,,,,
479,,מעט,,few,מ=40 + ע=70 + ט=9 → 119,7 × 17,7,17,,,,,,,
578,,חצי אי,,peninsula,ח=8 + צ=90 + י=10 + א=1 + י=10 → 119,7 × 17,7,17,,,,,,,
528,,קבוצה,,group,ק=100 + ב=2 + ו=6 + צ=90 + ה=5 → 203,7 × 29,7,29,,,,,,,
484,,אחרים,,other,א=1 + ח=8 + ר=200 + י=10 + ם=40 → 259,7 × 37,7,37,,,,,,,
208,,אי,,island / not / no / im- / in- / un- / dis-,א=1 + י=10 → 11,11,11,,,,,,,,
566,,אי,,island,א=1 + י=10 → 11,11,11,,,,,,,,
664,,אי,,island,א=1 + י=10 → 11,11,11,,,,,,,,
364,,הצליח,,succeeded (m.s.),ה=5 + צ=90 + ל=30 + י=10 + ח=8 → 143,11 × 13,11,13,,,,,,,
527,,חלקה,,section,ח=8 + ל=30 + ק=100 + ה=5 → 143,11 × 13,11,13,,,,,,,
87,,אחר,,,1 + 8 + 200 = 209,11 × 19,11,19,,,,,,,
274,,האימפריה,,the empire,ה=5 + א=1 + י=10 + מ=40 + פ=80 + ר=200 + ה=5 → 341,11 × 31,11,31,,,,,,,
157,,הזה / חזה,,this (m.) / hallucinated,ה=5 + ז=7 + ה=5 → 17,17,17,,,,,,,,
185,,טוב,,good (m.s.),ט=9 + ו=6 + ב=2 → 17,17,17,,,,,,,,
426,,טוב,,good,ט=9 + ו=6 + ב=2 → 17,17,17,,,,,,,,
774,,אנטרופיה,,entropy,א=1 + נ=50 + ט=9 + ר=200 + ו=6 + פ=80 + י=10 + ה=5 → 361,19 × 19,19,19,,,,,,,
122,,ללא,,without,ל=30 + א=1 → 31,31,31,,,,,,,,
490,,לא,,no,ל=30 + א=1 → 31,31,31,,,,,,,,
2,,אל,,,31,31 (prime),31,,,,,,,,
4,,לא,,,31,31 (prime),31,,,,,,,,
16,,אל,,,31,31 (prime),31,,,,,,,,
44,,לי,,,31,31 (prime),31,,,,,,,,
57,,אלו,,,31,31 (prime),31,,,,,,,,
679,,לבה,,lava,ל=30 + ב=2 + ה=5 → 37,37,37,,,,,,,,
735,,יחידה,,unit,י=10 + ח=8 + י=10 + ד=4 + ה=5 → 37,37,37,,,,,,,,
743,,יחידה,,unit,י=10 + ח=8 + י=10 + ד=4 + ה=5 → 37,37,37,,,,,,,,
81,,ולא,,,6 + 30 + 1 = 37,37 (prime),37,,,,,,,,
371,,האלה / האלה,,these / the goddess,ה=5 + א=1 + ל=30 + ה=5 → 41,41,41,,,,,,,,
436,,אם,,mother,א=1 + מ=40 → 41,41,41,,,,,,,,
706,,כבידה,,gravity,כ=20 + ב=2 + י=10 + ד=4 + ה=5 → 41,41,41,,,,,,,,
749,,כבידה,,gravity,כ=20 + ב=2 + י=10 + ד=4 + ה=5 → 41,41,41,,,,,,,,
788,,כבידה,,gravity,כ=20 + ב=2 + י=10 + ד=4 + ה=5 → 41,41,41,,,,,,,,
862,,כבידה,,gravity,כ=20 + ב=2 + י=10 + ד=4 + ה=5 → 41,41,41,,,,,,,,
39,,אם,,,41,41 (prime),41,,,,,,,,
10,,גם,,,43,43 (prime),43,,,,,,,,
90,,החל,,,5 + 8 + 30 = 43,43 (prime),43,,,,,,,,
277,,אולי,,Maybe / perhaps,א=1 + ו=6 + ל=30 + י=10 → 47,47,47,,,,,,,,
345,,אליו,,to him / to it (m.s.),א=1 + ל=30 + י=10 + ו=6 → 47,47,47,,,,,,,,
403,,אליו,,to him / to it (m.s.),א=1 + ל=30 + י=10 + ו=6 → 47,47,47,,,,,,,,
491,,אולי,,maybe,א=1 + ו=6 + ל=30 + י=10 → 47,47,47,,,,,,,,
737,,דגם,,model,ד=4 + ג=3 + ם=40 → 47,47,47,,,,,,,,
257,,והן,,and they (f.),ו=6 + ה=5 + ן=50 → 61,61,61,,,,,,,,
482,,אין,,none,א=1 + י=10 + ן=50 → 61,61,61,,,,,,,,
494,,היום,,today,ה=5 + י=10 + ו=6 + ם=40 → 61,61,61,,,,,,,,
548,,מחוז,,district,מ=40 + ח=8 + ו=6 + ז=7 → 61,61,61,,,,,,,,
34,,אני,,,61,61 (prime),61,,,,,,,,
164,,אינו,,is not / is not here,א=1 + י=10 + נ=50 + ו=6 → 67,67,67,,,,,,,,
720,,בוזון,,boson,ב=2 + ו=6 + ז=7 + ו=6 + ן=50 → 71,71,71,,,,,,,,
797,,בוזון,,boson,ב=2 + ו=6 + ז=7 + ו=6 + ן=50 → 71,71,71,,,,,,,,
198,,החיים,,the life,ה=5 + ח=8 + י=10 + י=10 + ם=40 → 73,73,73,,,,,,,,
142,,כגון,,such as,כ=20 + ג=3 + ו=6 + ן=50 → 79,79,79,,,,,,,,
844,,סביבה,,surroundings,ס=60 + ב=2 + י=10 + ב=2 + ה=5 → 79,79,79,,,,,,,,
878,,סביבה,,surroundings,ס=60 + ב=2 + י=10 + ב=2 + ה=5 → 79,79,79,,,,,,,,
79,,אחרים,,,1 + 8 + 20 + 10 + 40 = 79,79 (prime),79,,,,,,,,
384,,גוף,,body,ג=3 + ו=6 + פ=80 → 89,89,89,,,,,,,,
114,,זמן,,time,ז=7 + מ=40 + ן=50 → 97,97,97,,,,,,,,
327,,מבנה,,structure,מ=40 + ב=2 + נ=50 + ה=5 → 97,97,97,,,,,,,,
455,,זמן,,time,ז=7 + מ=40 + נ=50 → 97,97,97,,,,,,,,
746,,זמן,,time,ז=7 + מ=40 + ם=50 → 97,97,97,,,,,,,,
72,,במהלך,,,2 + 40 + 5 + 30 + 20 = 97,97 (prime),97,,,,,,,,
262,,אינם,,are not / are not here (m.pl.),א=1 + י=10 + נ=50 + מ=40 → 101,101,101,,,,,,,,
674,,ביצה,,wetland,ב=2 + י=10 + צ=90 + ה=5 → 107,107,107,,,,,,,,
453,,דקה,,minute,ד=4 + ק=100 + ה=5 → 109,109,109,,,,,,,,
502,,דקה,,minute,ד=4 + ק=100 + ה=5 → 109,109,109,,,,,,,,
544,,מדינה,,state,מ=40 + ד=4 + י=10 + נ=50 + ה=5 → 109,109,109,,,,,,,,
339,,הביניים,,the mid / the middle / the intermediate,ה=5 + ב=2 + י=10 + נ=50 + י=10 + י=10 + ם=40 → 127,127,127,,,,,,,,
392,,אפילו,,even / although,א=1 + פ=80 + י=10 + ל=30 + ו=6 → 127,127,127,,,,,,,,
631,,עונה,,season,ע=70 + ו=6 + נ=50 + ה=5 → 131,131,131,,,,,,,,
353,,הצליחו,,succeeded (pl.),ה=5 + צ=90 + ל=30 + י=10 + ח=8 + ו=6 → 149,149,149,,,,,,,,
587,,סופה,,storm,ס=60 + ו=6 + פ=80 + ה=5 → 151,151,151,,,,,,,,
607,,סופה,,windstorm,ס=60 + ו=6 + פ=80 + ה=5 → 151,151,151,,,,,,,,
715,,פוטון,,photon,פ=80 + ו=6 + ט=9 + ו=6 + ן=50 → 151,151,151,,,,,,,,
792,,פוטון,,photon,פ=80 + ו=6 + ט=9 + ו=6 + ן=50 → 151,151,151,,,,,,,,
809,,פוטון,,photon,פ=80 + ו=6 + ט=9 + ו=6 + ן=50 → 151,151,151,,,,,,,,
513,,מאה אלף,,hundred thousand,מ=40 + א=1 + ה=5 + א=1 + ל=30 + ף=80 → 157,157,157,,,,,,,,
221,,המפלגה,,the party (political),ה=5 + מ=40 + פ=80 + ל=30 + ג=3 + ה=5 → 163,163,163,,,,,,,,
888,,חום סגולי,,heat capacity,ח=8 + ו=6 + ם=40 + ס=60 + ג=3 + ו=6 + ל=30 + י=10 → 163,163,163,,,,,,,,
889,,חום סגולי,,specific heat,ח=8 + ו=6 + ם=40 + ס=60 + ג=3 + ו=6 + ל=30 + י=10 → 163,163,163,,,,,,,,
393,,למצוא,,to find,ל=30 + מ=40 + צ=90 + ו=6 + א=1 → 167,167,167,,,,,,,,
769,,קינטי,,kinetic,ק=100 + י=10 + נ=50 + ט=9 + י=10 → 179,179,179,,,,,,,,
815,,קינטי,,kinetic,ק=100 + י=10 + נ=50 + ט=9 + י=10 → 179,179,179,,,,,,,,
325,,נמצא,,is found / is [at] (m.s.),נ=50 + מ=40 + צ=90 + א=1 → 181,181,181,,,,,,,,
637,,אקלים,,climate,א=1 + ק=100 + ל=30 + י=10 + ם=40 → 181,181,181,,,,,,,,
383,,פעולה,,action / operation / deed / transaction,פ=80 + ע=70 + ו=6 + ל=30 + ה=5 → 191,191,191,,,,,,,,
710,,מומנטום,,momentum,מ=40 + ו=6 + מ=40 + נ=50 + ט=9 + ו=6 + ם=40 → 191,191,191,,,,,,,,
763,,מומנטום,,momentum,מ=40 + ו=6 + מ=40 + נ=50 + ט=9 + ו=6 + ם=40 → 191,191,191,,,,,,,,
783,,מומנטום,,momentum,מ=40 + ו=6 + מ=40 + נ=50 + ט=9 + ו=6 + ם=40 → 191,191,191,,,,,,,,
816,,מומנטום,,momentum,מ=40 + ו=6 + מ=40 + נ=50 + ט=9 + ו=6 + ם=40 → 191,191,191,,,,,,,,
483,,אחר,,another,א=1 + ח=8 + ר=200 → 209,209,209,,,,,,,,
622,,ליקוי חמה,,eclipse,ל=30 + י=10 + ק=100 + ו=6 + י=10 + ח=8 + מ=40 + ה=5 → 209,209,209,,,,,,,,
193,,הדבר / הדבר,,the thing / the object / the item / the matter / the plague,ה=5 + ד=4 + ב=2 + ר=200 → 211,211,211,,,,,,,,
724,,מולקולה,,molecule,מ=40 + ו=6 + ל=30 + ק=100 + ו=6 + ל=30 + ה=5 → 217,217,217,,,,,,,,
801,,מולקולה,,molecule,מ=40 + ו=6 + ל=30 + ק=100 + ו=6 + ל=30 + ה=5 → 217,217,217,,,,,,,,
835,,בולטצמן,,Boltzmann,ב=2 + ו=6 + ל=30 + ט=9 + צ=90 + מ=40 + ן=50 → 227,227,227,,,,,,,,
299,,הדרך,,the way / the road,ה=5 + ד=4 + ר=200 + ך=20 → 229,229,229,,,,,,,,
565,,אוקיינוס,,ocean,א=1 + ו=6 + ק=100 + י=10 + נ=50 + ו=6 + ס=60 → 233,233,233,,,,,,,,
656,,אוקיינוס,,ocean,א=1 + ו=6 + ק=100 + י=10 + נ=50 + ו=6 + ס=60 → 233,233,233,,,,,,,,
62,,אמר,,,1 + 40 + 200 = 241,241 (prime),241,,,,,,,,
884,,הזרמה,,convection,ה=5 + ז=7 + ר=200 + מ=40 + ה=5 → 257,257,257,,,,,,,,
638,,מזג אוויר,,weather,מ=40 + ז=7 + ג=3 + א=1 + ו=6 + ו=6 + ר=200 → 263,263,263,,,,,,,,
402,,במרכז,,in the center / centrally,ב=2 + מ=40 + ר=200 + כ=20 + ז=7 → 269,269,269,,,,,,,,
702,,אנרגיה,,energy,א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 → 269,269,269,,,,,,,,
751,,אנרגיה,,energy,א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 → 269,269,269,,,,,,,,
770,,אנרגיה,,energy,א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 → 269,269,269,,,,,,,,
778,,אנרגיה,,energy,א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 → 269,269,269,,,,,,,,
789,,אנרגיה,,energy,א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 → 269,269,269,,,,,,,,
810,,אנרגיה,,energy,א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 → 269,269,269,,,,,,,,
871,,אנרגיה,,energy,א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 → 269,269,269,,,,,,,,
493,,אף פעם,,never,א=1 + ף=80 + פ=80 + ע=70 + ם=40 → 271,271,271,,,,,,,,
20,,לאחר,,,271,271 (prime),271,,,,,,,,
20,,לאחר,,,271,271 (prime),271,,,,,,,,
20,,לאחר,,,271,271 (prime),271,,,,,,,,
191,,בארץ / בארץ,,in a country / in the country / in Israel,ב=2 + א=1 + ר=200 + ץ=90 → 293,293,293,,,,,,,,
418,,אש,,fire,א=1 + ש=300 → 301,301,301,,,,,,,,
218,,שבה / שבה,,returned (f.s.) / that in her,ש=300 + ב=2 + ה=5 → 307,307,307,,,,,,,,
289,,הקרב,,the battle,ה=5 + ק=100 + ר=200 + ב=2 → 307,307,307,,,,,,,,
129,,שהוא,,that he / that is (m),ש=300 + ה=5 + ו=6 → 311,311,311,,,,,,,,
138,,איש,,person / man / husband,א=1 + י=10 + ש=300 → 311,311,311,,,,,,,,
430,,איש,,man,א=1 + י=10 + ש=300 → 311,311,311,,,,,,,,
718,,ניוטרון,,neutron,נ=50 + י=10 + ו=6 + ט=9 + ר=200 + ו=6 + ן=50 → 331,331,331,,,,,,,,
795,,ניוטרון,,neutron,נ=50 + י=10 + ו=6 + ט=9 + ר=200 + ו=6 + ן=50 → 331,331,331,,,,,,,,
807,,ניוטרון,,neutron,נ=50 + י=10 + ו=6 + ט=9 + ר=200 + ו=6 + ן=50 → 331,331,331,,,,,,,,
66,,שלא,,,300 + 30 + 1 = 331,331 (prime),331,,,,,,,,
722,,ניוטרינו,,neutrino,נ=50 + י=10 + ו=6 + ט=9 + ר=200 + י=10 + נ=50 + ו=6 → 341,341,341,,,,,,,,
799,,ניוטרינו,,neutrino,נ=50 + י=10 + ו=6 + ט=9 + ר=200 + י=10 + נ=50 + ו=6 → 341,341,341,,,,,,,,
335,,שבהם,,that in them (m.),ש=300 + ב=2 + ה=5 + ם=40 → 347,347,347,,,,,,,,
610,,הוריקן,,hurricane,ה=5 + ו=6 + ר=200 + י=10 + ק=100 + ן=50 → 371,371,371,,,,,,,,
647,,הוריקן,,hurricane,ה=5 + ו=6 + ר=200 + י=10 + ק=100 + ן=50 → 371,371,371,,,,,,,,
684,,הוריקן,,hurricane,ה=5 + ו=6 + ר=200 + י=10 + ק=100 + ן=50 → 371,371,371,,,,,,,,
106,,בעיקר,,mainly / principally / especially,2 + 70 + 100 + 1 + 200 = 373,373,373,,,,,,,,
854,,מרכז המסה,,center of mass,מ=40 + ר=200 + כ=20 + ז=7 + ה=5 + מ=40 + ס=60 + ה=5 → 377,377,377,,,,,,,,
892,,אנרגיה פנימית,,internal energy,א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 + פ=80 + נ=50 + י=10 + מ=40 + י=10 + ת=400 → 859,400,400,,,,,,,,
275,,אנשים,,people,א=1 + נ=50 + ש=300 + י=10 + ם=40 → 401,401,401,,,,,,,,
2,,את,,,401,401 (prime),401,,,,,,,,
176,,ואת / ואת,,and the / and you (f.s.),ו=6 + א=1 + ת=400 → 407,407,407,,,,,,,,
573,,גדת,,riverbank,ג=3 + ד=4 + ת=400 → 407,407,407,,,,,,,,
719,,קווארק,,quark,ק=100 + ו=6 + א=1 + ר=200 + ק=100 → 407,407,407,,,,,,,,
796,,קווארק,,quark,ק=100 + ו=6 + א=1 + ר=200 + ק=100 → 407,407,407,,,,,,,,
485,,אותו,,same,א=1 + ו=6 + ת=400 + ו=6 → 413,413,413,,,,,,,,
536,,משפחה,,family,מ=40 + ש=300 + פ=80 + ח=8 + ה=5 → 433,433,433,,,,,,,,
525,,חתיכה,,piece,ח=8 + ת=400 + י=10 + כ=20 + ה=5 → 443,442,442,,,,,,,,
857,,לא אינרציאלי,,non-inertial,ל=30 + א=1 + א=1 + י=10 + נ=50 + ר=200 + צ=90 + י=10 + א=1 + ל=30 + י=10 → 443,443,443,,,,,,,,
116,,להיות,,to be,ל=30 + ה=5 + י=10 + ו=6 + ת=400 → 451,451,451,,,,,,,,
401,,מהות,,the essence / substance,מ=40 + ה=5 + ו=6 + ת=400 → 451,451,451,,,,,,,,
861,,מתיחה,,tension,מ=40 + ת=400 + י=10 + ח=8 + ה=5 → 463,463,463,,,,,,,,
555,,גשר,,bridge,ג=3 + ש=300 + ר=200 → 503,503,503,,,,,,,,
553,,שדרה,,avenue,ש=300 + ד=4 + ר=200 + ה=5 → 509,509,509,,,,,,,,
373,,ראשי,,main / principal,ר=200 + א=1 + ש=300 + י=10 → 511,511,511,,,,,,,,
729,,השערה,,hypothesis,ה=5 + ש=300 + א=1 + ר=200 + ה=5 → 511,511,511,,,,,,,,
848,,אנרגיית חלקיק,,particle energy,א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 + ח=8 + ל=30 + ק=100 + י=10 + ק=100 → 517,517,517,,,,,,,,
464,,ראשון,,first,ר=200 + א=1 + ש=300 + ו=6 + ן=50 → 557,557,557,,,,,,,,
875,,לא שמור,,non-conservative,ל=30 + א=1 + ש=300 + מ=40 + ו=6 + ר=200 → 577,577,577,,,,,,,,
241,,אפשר / אפשר,,possible (adv.) / enabled / facilitated (m.s.),א=1 + פ=80 + ש=300 + ר=200 → 581,581,581,,,,,,,,
228,,בתקופה / בתקופה,,in a period / in an era / in the period / in the era,ב=2 + ת=400 + ק=100 + ו=6 + פ=80 + ה=5 → 593,593,593,,,,,,,,
869,,עבודה מכנית,,mechanical work,ע=70 + ב=2 + ד=4 + ה=5 + מ=40 + כ=20 + נ=50 + י=10 + ת=400 → 601,601,601,,,,,,,,
315,,המועצות,,council of,ה=5 + מ=40 + ע=70 + צ=90 + ו=6 + ת=400 → 611,611,611,,,,,,,,
64,,הברית,,,5 + 2 + 200 + 10 + 400 = 617,617 (prime),617,,,,,,,,
285,,לראות,,to see,ל=30 + ר=200 + א=1 + ו=6 + ת=400 → 637,637,637,,,,,,,,
708,,מהירות,,velocity,מ=40 + ה=5 + י=10 + ר=200 + ו=6 + ת=400 → 661,661,661,,,,,,,,
747,,מהירות,,velocity,מ=40 + ה=5 + י=10 + ר=200 + ו=6 + ת=400 → 661,661,661,,,,,,,,
786,,מהירות,,velocity,מ=40 + ה=5 + י=10 + ר=200 + ו=6 + ת=400 → 661,661,661,,,,,,,,
818,,מהירות,,velocity,מ=40 + ה=5 + י=10 + ר=200 + ו=6 + ת=400 → 661,661,661,,,,,,,,
178,,ארצות,,countries,א=1 + ר=200 + צ=90 + ו=6 + ת=400 → 697,697,697,,,,,,,,
308,,לקראת,,towards,ל=30 + ק=100 + ר=200 + א=1 + ת=400 → 731,731,731,,,,,,,,
882,,העברת חום,,heat transfer,ה=5 + ע=70 + ב=2 + ר=200 + ת=400 + ח=8 + ו=6 + ם=40 → 731,731,731,,,,,,,,
847,,פונקציית עבודה,,work function,פ=80 + ו=6 + נ=50 + ק=100 + צ=90 + י=10 + ת=400 + ע=70 + ב=2 + ד=4 + ה=5 → 817,817,817,,,,,,,,
649,,מפולת שלג,,avalanche,מ=40 + פ=80 + ו=6 + ל=30 + ת=400 + ש=300 + ל=30 + ג=3 → 889,889,889,,,,,,,,
689,,מפולת שלג,,avalanche,מ=40 + פ=80 + ו=6 + ל=30 + ת=400 + ש=300 + ל=30 + ג=3 → 889,889,889,,,,,,,,
873,,משפט עבודה-אנרגיה,,work-energy theorem,מ=40 + ש=300 + פ=80 + ט=9 + ע=70 + ב=2 + ד=4 + ה=5 + א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 → 979,prime,979,,,,,,,,
838,,הסתברות,,probability,ה=5 + ס=60 + ת=400 + ב=2 + ר=200 + ו=6 + ת=400 → 1073,1073,1073,,,,,,,,
880,,מערכת פתוחה,,open system,מ=40 + ע=70 + ר=200 + כ=20 + ת=400 + פ=80 + ת=400 + ו=6 + ח=8 + ה=5 → 1229,1229,1229,,,,,,,,
905,,מערכת פתוחה,,open system,מ=40 + ע=70 + ר=200 + כ=20 + ת=400 + פ=80 + ת=400 + ו=6 + ח=8 + ה=5 → 1229,1229,1229,,,,,,,,
210,,פעם,,once / once upon a time / beat (m.s.),פ=80 + א=1 + מ=40 → 121,11²,11²,,,,,,,,
229,,אצל,,in the possession of / at / near,א=1 + צ=90 + ל=30 → 121,11²,11²,,,,,,,,
92,,אנשי,,the people of,1 + 50 + 300 + 10 = 361,19²,19²,,,,,,,,
386,,שאני,,that I,ש=300 + א=1 + נ=50 + י=10 → 361,19²,19²,,,,,,,,
486,,שונה,,different,ש=300 + ו=6 + נ=50 + ה=5 → 361,19²,19²,,,,,,,,
943,,אנטרופיה,,entropy,א=1 + נ=50 + ט=9 + ר=200 + ו=6 + פ=80 + י=10 + ה=5 → 361,19²,19²,,,,,,,,
368,,ברית,,pact / alliance / covenant / circumcision,ב=2 + ר=200 + י=10 + ת=400 → 612, 2² × 3² × 17,2²,3²,17,,,,,,
38,,בית,,,412,2² × 103,2²,103,,,,,,,
243,,בתי / בתי / בתי,,the houses of / the homes of / my daughter,ב=2 + י=10 + ת=400 → 412,2² × 103,2²,103,,,,,,,
731,,עיקרון,,principle,ע=70 + י=10 + ק=100 + ר=200 + ו=6 + ן=50 → 436,2² × 109,2²,109,,,,,,,
52,,כדי,,,44,2² × 11,2²,11,,,,,,,
432,,ילד,,child,י=10 + ל=30 + ד=4 → 44,2² × 11,2²,11,,,,,,,
562,,אגם,,lake,א=1 + ג=3 + מ=40 → 44,2² × 11,2²,11,,,,,,,
654,,אגם,,lake,א=1 + ג=3 + מ=40 → 44,2² × 11,2²,11,,,,,,,
775,,החוק השני,,second law,ה=5 + ח=8 + ו=6 + ק=100 + ה=5 + ש=300 + נ=50 + י=10 → 484,2² × 11²,2²,11²,,,,,,,
358,,מותו,,his death,מ=40 + ו=6 + ת=400 + ו=6 → 452,2² × 113,2²,113,,,,,,,
675,,ביצות,,swamp,ב=2 + י=10 + צ=90 + ו=6 + ת=400 → 508,2² × 127,2²,127,,,,,,,
14,,בתוך,,,52,2² × 13,2²,13,,,,,,,
84,,בן,,,2 + 50 = 52,2² × 13,2²,13,,,,,,,
103,,בהם,,in them (m.),2 + 40 + 10 = 52,2² × 13,2²,13,,,,,,,
372,,מזה,,from this (m.),מ=40 + ז=7 + ה=5 → 52,2² × 13,2²,13,,,,,,,
433,,בן,,son,ב=2 + נ=50 → 52,2² × 13,2²,13,,,,,,,
270,,בתקופת,,in the time of / in the period of / in the era of,ב=2 + ת=400 + ק=100 + ו=6 + פ=80 + ת=400 → 988,2² × 13 × 19,2²,13,19,,,,,,
159,,למרות,,despite,ל=30 + מ=40 + ר=200 + ו=6 + ת=400 → 676,2² × 13²,2²,13²,,,,,,,
574,,מישור,,plain,מ=40 + י=10 + ש=300 + ו=6 + ר=200 → 556,2² × 139,2²,139,,,,,,,
648,,מפולת,,landslide,מ=40 + פ=80 + ו=6 + ל=30 + ת=400 → 556,2² × 139,2²,139,,,,,,,
667,,מישור,,plateau,מ=40 + י=10 + ש=300 + ו=6 + ר=200 → 556,2² × 139,2²,139,,,,,,,
690,,מפולת,,landslide,מ=40 + פ=80 + ו=6 + ל=30 + ת=400 → 556,2² × 139,2²,139,,,,,,,
771,,שימור,,conservation,ש=300 + י=10 + מ=40 + ו=6 + ר=200 → 556,2² × 139,2²,139,,,,,,,
140,,נוספת,,additional (f.s.),נ=50 + ו=6 + ס=60 + פ=80 + ת=400 → 596,2² × 149,2²,149,,,,,,,
124,,חיים,,life / could also be a name,ח=8 + י=10 + י=10 + ם=40 → 68,2² × 17,2²,17,,,,,,,
181,,ההגנה,,the defense,ה=5 + ה=5 + ג=3 + נ=50 + ה=5 → 68,2² × 17,2²,17,,,,,,,
259,,ובין,,and between,ו=6 + ב=2 + י=10 + נ=50 → 68,2² × 17,2²,17,,,,,,,
424,,חיים,,life,ח=8 + י=10 + י=10 + מ=40 → 68,2² × 17,2²,17,,,,,,,
745,,חלל,,space,ח=8 + ל=30 + ל=30 → 68,2² × 17,2²,17,,,,,,,
96,,כיום,,today / nowadays,20 + 10 + 6 + 40 = 76,2² × 19,2²,19,,,,,,,
111,,וכן,,and also,ו=6 + כ=20 + ן=50 → 76,2² × 19,2²,19,,,,,,,
137,,מול,,against / in front of,מ=40 + ו=6 + ל=30 → 76,2² × 19,2²,19,,,,,,,
408,,מול,,in front of / facing,מ=40 + ו=6 + ל=30 → 76,2² × 19,2²,19,,,,,,,
842,,שיווי משקל,,equilibrium,ש=300 + י=10 + ו=6 + י=10 + מ=40 + ש=300 + ק=100 + ל=30 → 796,2² × 199,2²,199,,,,,,,
214,,לבין,,and between,ל=30 + ב=2 + י=10 + נ=50 → 92,2² × 23,2²,23,,,,,,,
659,,ג'ונגל,,jungle,ג=3 + ו=6 + נ=50 + ג=3 + ל=30 → 92,2² × 23,2²,23,,,,,,,
764,,דחף,,impulse,ד=4 + ח=8 + ף=80 → 92,2² × 23,2²,23,,,,,,,
817,,דחף,,impulse,ד=4 + ח=8 + ף=80 → 92,2² × 23,2²,23,,,,,,,
948,,מערכת סגורה,,closed system,מ=40 + ע=70 + ר=200 + כ=20 + ת=400 + ס=60 + ג=3 + ו=6 + ר=200 + ה=5 → 1004,2² × 251,2²,251,,,,,,,
725,,תרכובת,,compound,ת=400 + ר=200 + כ=20 + ו=6 + ב=2 + ת=400 → 1028,2² × 257,2²,257,,,,,,,
356,,יכולים,,can (m.pl.),י=10 + כ=20 + ו=6 + ל=30 + י=10 + ם=40 → 116,2² × 29,2²,29,,,,,,,
5,,הוא,,,12,2² × 3,2²,3,,,,,,,
49,,בו,,,12,2² × 3,2²,3,,,,,,,
694,,יקום,,universe,י=10 + ק=100 + ו=6 + ם=40 → 156,2² × 3 × 13,2²,3,13,,,,,,
376,,בצפון / בצפון,,in the north / in the north of,ב=2 + צ=90 + פ=80 + ו=6 + ן=50 → 228,2² × 3 × 19,2²,3,19,,,,,,
814,,פוטנציאל,,potential,פ=80 + ו=6 + ט=9 + נ=50 + צ=90 + י=10 + א=1 + ל=30 → 276,2² × 3 × 23,2²,3,23,,,,,,
